Organization name,Organization type,Publisher/Supplier,Year,Cost,Material,Resource type,Way of acquisition
HAAGA-HELIA University of Applied Sciences,University of applied sciences,SAGE Publications,2012,11210.0,SAGE Premier,Full text materials,FinELib consortium
HAAGA-HELIA University of Applied Sciences,University of applied sciences,SAGE Publications,2013,11103.0,SAGE Premier,Full text materials,FinELib consortium
HAAGA-HELIA University of Applied Sciences,University of applied sciences,SAGE Publications,2014,12079.0,SAGE Premier,Full text materials,FinELib consortium
HAAGA-HELIA University of Applied Sciences,University of applied sciences,SAGE Publications,2015,16633.0,SAGE Premier,Full text materials,FinELib consortium
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Sanoma,2013,18240.0,Juridiikkaonline; Verkkokirjahylly; Yritysonline,Reference resource; eBook package,FinELib consortium; Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Sanoma,2014,22209.0,Juridiikkaonline; Verkkokirjahylly; Yritysonline,Reference resource; eBook package,FinELib consortium; Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Suomen Eura-ryhmä / Mikko Syvänne tmi,2010,1500.0,Eura,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Suomen Eura-ryhmä / Mikko Syvänne tmi,2011,1500.0,Eura,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Suomen Eura-ryhmä / Mikko Syvänne tmi,2012,1500.0,Eura,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Suomen Eura-ryhmä / Mikko Syvänne tmi,2013,1500.0,Eura,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Suomen Eura-ryhmä / Mikko Syvänne tmi,2014,1500.0,Eura,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Talentum,2011,3540.0,Suomenlaki.com,Reference resource,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Talentum,2012,3540.0,Suomenlaki.com,Reference resource,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Talentum,2013,5222.0,Esimiesfokus; Suomenlaki.com,Reference resource,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Talentum,2014,12511.0,Esimiesfokus; Suomenlaki.com; Suomenlaki.com verkkokirjat,Reference resource; eBook package,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Talentum,2015,17493.0,Esimiesfokus; Juridiikkaonline; Suomenlaki.com; Yritysonline,Reference resource,FinELib consortium; Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Thomson Reuters,2015,5018.0,Web of Science,Reference database,FinELib consortium
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Tilastokeskus,2010,175.0,Suomen tilastollinen vuosikirja,Reference resource,FinELib consortium
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Tilastokeskus,2011,455.0,Majoitustilasto; Suomen tilastollinen vuosikirja,Reference resource,FinELib consortium; Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Tilastokeskus,2012,455.0,Majoitustilasto; Suomen tilastollinen vuosikirja,Reference resource,FinELib consortium; Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Tilastokeskus,2013,403.0,Majoitustilasto; Suomen tilastollinen vuosikirja,Reference resource,FinELib consortium; Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Tilastokeskus,2014,1280.0,Majoitustilasto; Suomi postinumeroalueittain; oppilaitosversio,Reference resource,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Tilastokeskus,2015,280.0,Majoitustilasto,Reference resource,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Utrikespolitiska Institutet,2010,496.0,Landguiden,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Utrikespolitiska Institutet,2011,758.0,Landguiden,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Utrikespolitiska Institutet,2012,827.0,Landguiden,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Utrikespolitiska Institutet,2013,886.0,Landguiden,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Warc,2010,3750.0,Warc,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Warc,2011,3900.0,Warc,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Warc,2012,3946.0,Warc,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Warc,2013,4056.0,Warc,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Warc,2014,3972.0,Warc,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,Warc,2015,4020.0,Warc,Other electronic service,Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,WSOY,2010,16439.0,Juridiikkaonline; Verkkokirjakokoelma; Yritysonline,Full text materials; Reference resource,FinELib consortium; Separate contract
HAAGA-HELIA University of Applied Sciences,University of applied sciences,WSOY,2011,10166.0,Juridiikkaonline; Yritysonline,Reference resource,FinELib consortium
HAAGA-HELIA University of Applied Sciences,University of applied sciences,WSOY,2012,16301.0,Juridiikkaonline; Verkkokirjakokoelma; Yritysonline,Full text materials; Reference resource,FinELib consortium; Separate contract
Hanken School of Economics,University,Aalto-yliopisto,2010,4384.0,HeleconMIX,Reference database,Separate contract
Hanken School of Economics,University,Aalto-yliopisto,2011,4384.0,HeleconMIX,Reference database,Separate contract
Hanken School of Economics,University,Aalto-yliopisto,2012,3564.0,HeleconMIX,Reference database,Separate contract
Hanken School of Economics,University,Aalto-yliopisto,2013,4384.0,HeleconMIX,Reference database,Separate contract
Hanken School of Economics,University,Aalto-yliopisto,2014,4384.0,HeleconMIX,Reference database,Separate contract
Hanken School of Economics,University,Aalto-yliopisto,2015,4384.0,HeleconMIX,Reference database,Separate contract
Hanken School of Economics,University,Bonnier,2014,5856.0,Ledarskap,Full text materials,Separate contract
Hanken School of Economics,University,Bonnier,2015,5855.0,Ledarskap,Full text materials,Separate contract
Hanken School of Economics,University,Cengage Learning,2010,64.0,Encyclopedia of Finance; Encyclopedia of Management,Dictionary,Separate contract
Hanken School of Economics,University,Cengage Learning,2011,64.0,Encyclopedia of Finance; Encyclopedia of Management,Dictionary,Separate contract
Hanken School of Economics,University,Cengage Learning,2012,74.0,Encyclopedia of Finance; Encyclopedia of Management,Dictionary,Separate contract
Hanken School of Economics,University,Cengage Learning,2013,150.0,Encyclopedia of Finance; Encyclopedia of Management,Dictionary,Separate contract
Hanken School of Economics,University,Cengage Learning,2014,78.0,Encyclopedia of Finance; Encyclopedia of Management,Dictionary,Separate contract
Hanken School of Economics,University,Cengage Learning,2015,100.0,Encyclopedia of Finance; Encyclopedia of Management,Dictionary,Separate contract
Hanken School of Economics,University,Centre for Economic Policy Research (CEPR),2010,1287.0,Discussion Papers,Full text materials,Separate contract
Hanken School of Economics,University,Centre for Economic Policy Research (CEPR),2011,900.0,Discussion Papers,Full text materials,Separate contract
Hanken School of Economics,University,Centre for Economic Policy Research (CEPR),2012,900.0,Discussion Papers,Full text materials,Separate contract
Hanken School of Economics,University,Centre for Economic Policy Research (CEPR),2013,283.0,Discussion Papers,Full text materials,Separate contract
Hanken School of Economics,University,Centre for Economic Policy Research (CEPR),2014,305.0,Discussion Papers,Full text materials,Separate contract
Hanken School of Economics,University,Centre for Economic Policy Research (CEPR),2015,1357.0,Discussion Papers,Full text materials,Separate contract
Hanken School of Economics,University,Ebsco,2010,16559.0,Business Source Complete; EconLit,Full text materials; Reference database,FinELib consortium
Hanken School of Economics,University,Ebsco,2011,14985.0,Business Source Complete; EconLit,Full text materials; Reference database,FinELib consortium
Hanken School of Economics,University,Ebsco,2012,44260.0,Business Source Complete; EconLit; Lehtitilaukset,Full text materials; Reference database,FinELib consortium; Separate contract
Hanken School of Economics,University,Ebsco,2013,47562.0,Business Source Complete; EconLit; Lehtitilaukset,Full text materials; Reference database,FinELib consortium; Separate contract
Hanken School of Economics,University,Ebsco,2014,50129.0,Business Source Complete; EconLit; Lehtitilaukset,Full text materials; Reference database,FinELib consortium; Separate contract
Hanken School of Economics,University,Ebsco,2015,54155.0,Business Source Complete; EconLit; Lehtitilaukset,Full text materials; Reference database,FinELib consortium; Separate contract
Hanken School of Economics,University,Edita Publishing,2010,4861.0,Edilex,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Edita Publishing,2011,4860.0,Edilex,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Edita Publishing,2012,1656.0,Edilex,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Edita Publishing,2013,1656.0,Edilex,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Edita Publishing,2014,1662.0,Edilex,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Edita Publishing,2015,1671.0,Edilex,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Elib,2012,791.0,Elib,eBook package,Separate contract
Hanken School of Economics,University,Elib,2013,962.0,Elib,eBook package,Separate contract
Hanken School of Economics,University,Elib,2014,872.0,Elib,eBook package,Separate contract
Hanken School of Economics,University,Elib,2015,1070.0,Elib,eBook package,Separate contract
Hanken School of Economics,University,Elsevier,2010,42939.0,ScienceDirect; Scopus,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Elsevier,2011,44942.0,ScienceDirect; Scopus,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Elsevier,2012,47227.0,ScienceDirect; Scopus,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Elsevier,2013,49620.0,ScienceDirect; Scopus,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Elsevier,2014,52179.0,ScienceDirect; Scopus,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Elsevier,2015,54820.0,ScienceDirect; Scopus,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Emerald Group Publishing,2010,8868.0,Subject Collections,Full text materials,FinELib consortium
Hanken School of Economics,University,Emerald Group Publishing,2011,12741.0,Subject Collections,Full text materials,FinELib consortium
Hanken School of Economics,University,Emerald Group Publishing,2012,8158.0,Subject Collections,Full text materials,FinELib consortium
Hanken School of Economics,University,Emerald Group Publishing,2013,11963.0,Subject Collections,Full text materials,FinELib consortium
Hanken School of Economics,University,Emerald Group Publishing,2014,12506.0,Subject Collections,Full text materials,FinELib consortium
Hanken School of Economics,University,Emerald Group Publishing,2015,14314.0,Subject Collections,Full text materials,FinELib consortium
Hanken School of Economics,University,ETLA,2010,2894.0,ETLA,Other,Separate contract
Hanken School of Economics,University,ETLA,2011,2373.0,ETLA,Other,Separate contract
Hanken School of Economics,University,ETLA,2012,2373.0,ETLA,Other,Separate contract
Hanken School of Economics,University,ETLA,2013,2373.0,ETLA,Other,Separate contract
Hanken School of Economics,University,ETLA,2014,1973.0,ETLA,Other,Separate contract
Hanken School of Economics,University,ETLA,2015,1973.0,ETLA,Other,Separate contract
Hanken School of Economics,University,FAR Akademi,2011,2289.0,FAR Online,Other,Separate contract
Hanken School of Economics,University,FAR Akademi,2012,2514.0,FAR Online,Other,Separate contract
Hanken School of Economics,University,FAR Akademi,2013,2975.0,FAR Online,Other,Separate contract
Hanken School of Economics,University,FAR Akademi,2014,2787.0,FAR Online,Other,Separate contract
Hanken School of Economics,University,FAR Akademi,2015,2682.0,FAR Online,Other,Separate contract
Hanken School of Economics,University,Henry Stuarts Talks,2015,3550.0,The Business & Management Collection,Other,Separate contract
Hanken School of Economics,University,Kauppalehti,2010,4929.0,Kauppalehti Online,Full text materials,FinELib consortium
Hanken School of Economics,University,Kauppalehti,2011,5160.0,Kauppalehti Online,Full text materials,FinELib consortium
Hanken School of Economics,University,Kauppalehti,2012,5418.0,Kauppalehti Online,Full text materials,FinELib consortium
Hanken School of Economics,University,Kauppalehti,2013,5418.0,Kauppalehti Online,Full text materials,FinELib consortium
Hanken School of Economics,University,Kauppalehti,2014,5300.0,Kauppalehti Online,Full text materials,FinELib consortium
Hanken School of Economics,University,Kauppalehti,2015,5300.0,Kauppalehti Online,Full text materials,FinELib consortium
Hanken School of Economics,University,Kielikone,2010,2512.0,Sanakirjaohjelma,Dictionary,FinELib consortium
Hanken School of Economics,University,Kielikone,2011,4113.0,Sanakirjaohjelma,Dictionary,FinELib consortium
Hanken School of Economics,University,Kielikone,2012,3889.0,Sanakirjaohjelma,Dictionary,FinELib consortium
Hanken School of Economics,University,Kielikone,2013,3890.0,Sanakirjaohjelma,Dictionary,FinELib consortium
Hanken School of Economics,University,Kielikone,2014,3890.0,Sanakirjaohjelma,Dictionary,FinELib consortium
Hanken School of Economics,University,Kielikone,2015,3890.0,Sanakirjaohjelma,Dictionary,FinELib consortium
Hanken School of Economics,University,Liber,2011,1862.0,Svenska skrivregler,Full text materials,Separate contract
Hanken School of Economics,University,Liber,2012,1494.0,Svenska skrivregler,Full text materials,Separate contract
Hanken School of Economics,University,Liber,2013,880.0,Svenska skrivregler,Full text materials,Separate contract
Hanken School of Economics,University,Liber,2014,825.0,Svenska skrivregler,Full text materials,Separate contract
Hanken School of Economics,University,Liber,2015,816.0,Svenska skrivregler,Full text materials,Separate contract
Hanken School of Economics,University,LM Tietopalvelut,2010,2052.0,Library PressDisplay,Full text materials,FinELib consortium
Hanken School of Economics,University,LM Tietopalvelut,2011,1916.0,Library PressDisplay,Full text materials,FinELib consortium
Hanken School of Economics,University,LM Tietopalvelut,2012,2362.0,Library PressDisplay,Full text materials,FinELib consortium
Hanken School of Economics,University,LM Tietopalvelut,2013,6499.0,Library PressDisplay; ePress,Full text materials,FinELib consortium; Separate contract
Hanken School of Economics,University,LM Tietopalvelut,2014,7300.0,Library PressDisplay; ePress,Full text materials,FinELib consortium; Separate contract
Hanken School of Economics,University,LM Tietopalvelut,2015,7390.0,Library PressDisplay,Full text materials,FinELib consortium; Separate contract
Hanken School of Economics,University,National Bureau of Economic Research (NBER),2010,551.0,Working Paper Series,Full text materials,Separate contract
Hanken School of Economics,University,National Bureau of Economic Research (NBER),2011,660.0,Working Paper Series,Full text materials,Separate contract
Hanken School of Economics,University,National Bureau of Economic Research (NBER),2012,679.0,Working Paper Series,Full text materials,Separate contract
Hanken School of Economics,University,National Bureau of Economic Research (NBER),2013,707.0,Working Paper Series,Full text materials,Separate contract
Hanken School of Economics,University,National Bureau of Economic Research (NBER),2014,734.0,Working Paper Series,Full text materials,Separate contract
Hanken School of Economics,University,National Bureau of Economic Research (NBER),2015,743.0,Working Paper Series,Full text materials,Separate contract
Hanken School of Economics,University,Nationalencyklopedin,2010,1078.0,Nationalencyklopedin,Other,FinELib consortium
Hanken School of Economics,University,Nationalencyklopedin,2011,1305.0,Nationalencyklopedin,Other,FinELib consortium
Hanken School of Economics,University,Nationalencyklopedin,2012,1300.0,Nationalencyklopedin,Other,FinELib consortium
Hanken School of Economics,University,Nationalencyklopedin,2013,1346.0,Nationalencyklopedin,Other,FinELib consortium
Hanken School of Economics,University,Nationalencyklopedin,2014,1312.0,Nationalencyklopedin,Other,FinELib consortium
Hanken School of Economics,University,Nationalencyklopedin,2015,1222.0,Nationalencyklopedin,Other,FinELib consortium
Hanken School of Economics,University,OECD,2010,10047.0,iLibrary,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,OECD,2011,10260.0,iLibrary,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,OECD,2012,10517.0,iLibrary,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,OECD,2013,10734.0,iLibrary,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,OECD,2014,10916.0,iLibrary,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,OECD,2015,11080.0,iLibrary,Full text materials; Other electronic service,FinELib consortium
Hanken School of Economics,University,Oxford University Press (OUP),2010,319.0,Oxford Reference,Other,FinELib consortium
Hanken School of Economics,University,Oxford University Press (OUP),2011,320.0,Oxford Reference,Other,FinELib consortium
Hanken School of Economics,University,Oxford University Press (OUP),2012,342.0,Oxford Reference,Other,FinELib consortium
Hanken School of Economics,University,Oxford University Press (OUP),2013,339.0,Oxford Reference,Other,FinELib consortium
Hanken School of Economics,University,Oxford University Press (OUP),2014,360.0,Oxford Reference,Other,FinELib consortium
Hanken School of Economics,University,Oxford University Press (OUP),2015,405.0,Oxford Reference,Other,FinELib consortium
Hanken School of Economics,University,ProQuest,2010,14275.0,ABI/Inform; RefWorks; Ulrichsweb; ebrary Academic Collection + PDA,Full text materials; Other; Other electronic service; eBook package,FinELib consortium
Hanken School of Economics,University,ProQuest,2011,13402.0,ABI/Inform; RefWorks; Ulrichsweb; ebrary Academic Collection + PDA,Full text materials; Other; Other electronic service; eBook package,FinELib consortium
Hanken School of Economics,University,ProQuest,2012,22384.0,ABI/Inform; PsycArticles; RefWorks; Ulrichsweb; ebrary Academic Collection + PDA,Full text materials; Other; Other electronic service; eBook package,FinELib consortium; Separate contract
Hanken School of Economics,University,ProQuest,2013,23000.0,ABI/Inform; PsycArticles; RefWorks; Ulrichsweb; ebrary Academic Collection + PDA,Full text materials; Other; Other electronic service; eBook package,FinELib consortium; Separate contract
Hanken School of Economics,University,ProQuest,2014,32759.0,ABI/Inform; PsycArticles; RefWorks; Ulrichsweb; ebrary Academic Collection + PDA,Full text materials; Other; Other electronic service; eBook package,FinELib consortium; Separate contract
Hanken School of Economics,University,ProQuest,2015,43627.0,ABI/Inform; PsycArticles; RefWorks; Ulrichsweb; ebrary Academic Collection + PDA,Full text materials; Other; Other electronic service; eBook package,FinELib consortium; Separate contract
Hanken School of Economics,University,SAGE Publications,2010,10603.0,Sage Premier,Full text materials,FinELib consortium
Hanken School of Economics,University,SAGE Publications,2011,21824.0,Sage Premier; Sage Research Methods Online,Full text materials,FinELib consortium
Hanken School of Economics,University,SAGE Publications,2012,19537.0,Sage Premier; Sage Research Methods Online,Full text materials,FinELib consortium
Hanken School of Economics,University,SAGE Publications,2013,19389.0,Sage Premier; Sage Research Methods Online,Full text materials,FinELib consortium
Hanken School of Economics,University,SAGE Publications,2014,21054.0,Sage Premier; Sage Research Methods Online,Full text materials,FinELib consortium
Hanken School of Economics,University,SAGE Publications,2015,24378.0,Sage Premier; Sage Research Methods Online,Full text materials,FinELib consortium
Hanken School of Economics,University,Springer,2010,6243.0,SpringerLINK,Full text materials,FinELib consortium
Hanken School of Economics,University,Springer,2011,6676.0,SpringerLINK,Full text materials,FinELib consortium
Hanken School of Economics,University,Springer,2012,9700.0,SpringerLINK,Full text materials,FinELib consortium
Hanken School of Economics,University,Springer,2013,10040.0,SpringerLINK,Full text materials,FinELib consortium
Hanken School of Economics,University,Springer,2014,10391.0,SpringerLINK,Full text materials,FinELib consortium
Hanken School of Economics,University,Springer,2015,12201.0,SpringerLINK,Full text materials,FinELib consortium
Hanken School of Economics,University,Statistikcentralen,2010,1253.0,Statistisk översikt,Other,Separate contract
Hanken School of Economics,University,Statistikcentralen,2011,1253.0,Statistisk översikt,Other,Separate contract
Hanken School of Economics,University,Statistikcentralen,2012,1253.0,Statistisk översikt,Other,Separate contract
Hanken School of Economics,University,Statistikcentralen,2013,1253.0,Statistisk översikt,Other,Separate contract
Hanken School of Economics,University,Statistikcentralen,2014,1253.0,Statistisk översikt,Other,Separate contract
Hanken School of Economics,University,Statistikcentralen,2015,1253.0,Statistisk översikt,Other,Separate contract
Hanken School of Economics,University,Suomalaisen Kirjallisuuden Seura (SKS),2010,199.0,Suomen talouselämän vaikuttajat,Other,FinELib consortium
Hanken School of Economics,University,Suomalaisen Kirjallisuuden Seura (SKS),2011,199.0,Suomen talouselämän vaikuttajat,Other,FinELib consortium
Hanken School of Economics,University,Suomalaisen Kirjallisuuden Seura (SKS),2012,199.0,Suomen talouselämän vaikuttajat,Other,FinELib consortium
Hanken School of Economics,University,Suomalaisen Kirjallisuuden Seura (SKS),2014,109.0,Suomen talouselämän vaikuttajat,Other,FinELib consortium
Hanken School of Economics,University,Suomalaisen Kirjallisuuden Seura (SKS),2015,109.0,Suomen talouselämän vaikuttajat,Other,FinELib consortium
Hanken School of Economics,University,Talentum,2010,14276.0,Talentum,Full text materials,FinELib consortium
Hanken School of Economics,University,Talentum,2011,12738.0,Talentum,Full text materials,FinELib consortium
Hanken School of Economics,University,Talentum,2012,12738.0,Talentum,Full text materials,FinELib consortium
Hanken School of Economics,University,Talentum,2013,12223.0,Talentum,Full text materials,FinELib consortium
Hanken School of Economics,University,Talentum,2014,12205.0,Talentum,Full text materials,FinELib consortium
Hanken School of Economics,University,Talentum,2015,13998.0,Talentum,Full text materials,FinELib consortium
Hanken School of Economics,University,The Financial Times Limited,2012,8366.0,ft.com,Full text materials,Separate contract
Hanken School of Economics,University,The Financial Times Limited,2013,8366.0,ft.com,Full text materials,Separate contract
Hanken School of Economics,University,The Financial Times Limited,2014,9393.0,ft.com,Full text materials,Separate contract
Hanken School of Economics,University,The Financial Times Limited,2015,9393.0,ft.com,Full text materials,Separate contract
Hanken School of Economics,University,Thomson Reuters,2010,10902.0,Web of Science,Other,FinELib consortium
Hanken School of Economics,University,Thomson Reuters,2011,13297.0,Web of Science,Other,FinELib consortium
Hanken School of Economics,University,Thomson Reuters,2012,14922.0,Web of Science,Other,FinELib consortium
Hanken School of Economics,University,Thomson Reuters,2013,15728.0,Web of Science,Other,FinELib consortium
Hanken School of Economics,University,Thomson Reuters,2014,15629.0,Web of Science,Other,FinELib consortium
Hanken School of Economics,University,Thomson Reuters,2015,21101.0,Web of Science,Other,FinELib consortium
Hanken School of Economics,University,Wiley,2010,16758.0,Online Library,Full text materials,FinELib consortium
Hanken School of Economics,University,Wiley,2011,17256.0,Online Library,Full text materials,FinELib consortium
Hanken School of Economics,University,Wiley,2012,16500.0,Online Library,Full text materials,FinELib consortium
Hanken School of Economics,University,Wiley,2013,14145.0,Online Library,Full text materials,FinELib consortium
Hanken School of Economics,University,Wiley,2014,28296.0,Online Library,Full text materials,FinELib consortium
Hanken School of Economics,University,Wiley,2015,28603.0,Online Library,Full text materials,FinELib consortium
University of Helsinki,University,American Association for the Advancement of Science (AAAS),2010,11560.0,Science; Science Classic; Science Express; Science Signaling; Science Translational Medicine,Full text materials,FinELib consortium
University of Helsinki,University,American Association for the Advancement of Science (AAAS),2011,13730.0,Science; Science Classic; Science Express; Science Signaling; Science Translational Medicine,Full text materials,FinELib consortium
University of Helsinki,University,American Association for the Advancement of Science (AAAS),2012,14776.0,Science; Science Classic; Science Express; Science Signaling; Science Translational Medicine,Full text materials,FinELib consortium
University of Helsinki,University,American Association for the Advancement of Science (AAAS),2013,15102.0,Science; Science Classic; Science Express; Science Signaling; Science Translational Medicine,Full text materials,FinELib consortium
University of Helsinki,University,American Association for the Advancement of Science (AAAS),2014,15267.0,Science; Science Classic; Science Express; Science Signaling; Science Translational Medicine,Full text materials,FinELib consortium
University of Helsinki,University,American Association for the Advancement of Science (AAAS),2015,17969.0,Science; Science Classic; Science Express; Science Signaling; Science Translational Medicine,Full text materials,Separate contract
University of Helsinki,University,American Chemical Society (ACS),2010,101552.0,ACS Publications; SciFinderScholar,Full text materials,FinELib consortium
University of Helsinki,University,American Chemical Society (ACS),2011,103959.0,ACS Publications; SciFinderScholar,Full text materials,FinELib consortium
University of Helsinki,University,American Chemical Society (ACS),2012,113664.0,ACS Publications; SciFinderScholar,Full text materials,FinELib consortium
University of Helsinki,University,American Chemical Society (ACS),2013,118309.0,ACS Publications; SciFinderScholar,Full text materials,FinELib consortium
University of Helsinki,University,American Chemical Society (ACS),2014,120643.0,ACS Publications; SciFinderScholar,Full text materials,FinELib consortium
University of Helsinki,University,American Chemical Society (ACS),2015,149488.0,ACS Publications; SciFinderScholar,Full text materials,FinELib consortium
University of Helsinki,University,Annual Reviews,2010,4047.0,Annual Reviews,Full text materials,FinELib consortium
University of Helsinki,University,Annual Reviews,2011,4930.0,Annual Reviews,Full text materials,FinELib consortium
University of Helsinki,University,Annual Reviews,2012,5353.0,Annual Reviews,Full text materials,FinELib consortium
University of Helsinki,University,Annual Reviews,2013,5528.0,Annual Reviews,Full text materials,FinELib consortium
University of Helsinki,University,Annual Reviews,2014,5564.0,Annual Reviews,Full text materials,FinELib consortium
University of Helsinki,University,Annual Reviews,2015,6758.0,Annual Reviews,Full text materials,FinELib consortium
University of Helsinki,University,Association for Computer Machinery (ACM),2010,4030.0,ACM Digital Library,Full text materials,FinELib consortium
University of Helsinki,University,Association for Computer Machinery (ACM),2011,4059.0,ACM Digital Library,Full text materials,FinELib consortium
University of Helsinki,University,Association for Computer Machinery (ACM),2012,4369.0,ACM Digital Library,Full text materials,FinELib consortium
University of Helsinki,University,Association for Computer Machinery (ACM),2013,4658.0,ACM Digital Library,Full text materials,FinELib consortium
University of Helsinki,University,Association for Computer Machinery (ACM),2014,4481.0,ACM Digital Library,Full text materials,FinELib consortium
University of Helsinki,University,Association for Computer Machinery (ACM),2015,5656.0,ACM Digital Library,Full text materials,FinELib consortium
University of Helsinki,University,BTJ Kirjastopalvelu,2010,5305.0,Aleksi,Reference database,FinELib consortium
University of Helsinki,University,BTJ Kirjastopalvelu,2011,5464.0,Aleksi,Reference database,FinELib consortium
University of Helsinki,University,BTJ Kirjastopalvelu,2012,5639.0,Aleksi,Reference database,FinELib consortium
University of Helsinki,University,BTJ Kirjastopalvelu,2013,5752.0,Aleksi,Reference database,FinELib consortium
University of Helsinki,University,Cengage Learning,2010,4161.0,Literature Resource Center,Reference resource,FinELib consortium
University of Helsinki,University,Cengage Learning,2011,4184.0,Literature Resource Center,Reference resource,FinELib consortium
University of Helsinki,University,Cengage Learning,2012,4692.0,Literature Resource Center,Reference resource,FinELib consortium
University of Helsinki,University,Cengage Learning,2013,4865.0,Literature Resource Center,Reference resource,FinELib consortium
University of Helsinki,University,Cengage Learning,2014,5219.0,Literature Resource Center,Reference resource,FinELib consortium
University of Helsinki,University,Cengage Learning,2015,5463.0,Literature Resource Center,Reference resource,FinELib consortium
University of Helsinki,University,Duodecim,2010,17315.0,Terveysportti,Full text materials,Separate contract
University of Helsinki,University,Duodecim,2011,17315.0,Terveysportti,Full text materials,Separate contract
University of Helsinki,University,Duodecim,2012,17315.0,Terveysportti,Full text materials,Separate contract
University of Helsinki,University,Duodecim,2013,31154.0,Oppiportti; Terveysportti,Full text materials; eBook package,Separate contract
University of Helsinki,University,Duodecim,2014,40020.0,Oppiportti; Terveysportti,Full text materials; eBook package,Separate contract
University of Helsinki,University,Duodecim,2015,43770.0,Oppiportti; Terveysportti,Full text materials; eBook package,Separate contract
University of Helsinki,University,Ebsco,2010,67430.0,Eri tieteenalojen viite- ja kokotekstitietokantoja,Full text materials; Other; Reference database,FinELib consortium; Separate contract
University of Helsinki,University,Ebsco,2011,525016.0,Kausijulkaisuja & viite- ja kokotekstitietokantoja eri kustantajilta,Full text materials; Other; Reference database,FinELib consortium; Separate contract
University of Helsinki,University,Ebsco,2012,718516.0,Kausijulkaisuja & viite- ja kokotekstitietokantoja eri kustantajilta,Full text materials; Other; Reference database,FinELib consortium; Separate contract
University of Helsinki,University,Ebsco,2013,819469.0,Kausijulkaisuja & viite- ja kokotekstitietokantoja eri kustantajilta,Full text materials; Other; Reference database,FinELib consortium; Separate contract
University of Helsinki,University,Ebsco,2014,738372.0,Kausijulkaisuja & viite- ja kokotekstitietokantoja eri kustantajilta,Full text materials; Other; Reference database,FinELib consortium; Separate contract
University of Helsinki,University,Ebsco,2015,85887.0,Eri tieteenalojen viite- ja kokotekstitietokantoja,Full text materials; Other; Reference database,FinELib consortium; Separate contract
