Organization name,Organization type,Publisher/Supplier,Year,Cost,Material,Resource type,Way of acquisition
Aalto University,University,American Association for the Advancement of Science (AAAS),2010,4230.0,Science,Full text materials,FinELib consortium
Aalto University,University,American Association for the Advancement of Science (AAAS),2011,5735.0,Science; Science Classic,Full text materials,FinELib consortium
Aalto University,University,American Association for the Advancement of Science (AAAS),2012,7779.0,Science; Science Classic,Full text materials,FinELib consortium
Aalto University,University,American Association for the Advancement of Science (AAAS),2013,8426.0,Science; Science Classic; Science Express,Full text materials,FinELib consortium
Aalto University,University,American Association for the Advancement of Science (AAAS),2014,8657.0,Science; Science Classic; Science Express,Full text materials,FinELib consortium
Aalto University,University,American Association for the Advancement of Science (AAAS),2015,10423.0,Science; Science Classic; Science Express,Full text materials,Separate contract
Aalto University,University,American Chemical Society (ACS),2010,102213.0,American Chemical Society; SciFinderScholar,Full text materials; Reference database,FinELib consortium
Aalto University,University,American Chemical Society (ACS),2011,101644.0,American Chemical Society; SciFinderScholar,Full text materials; Reference database,FinELib consortium
Aalto University,University,American Chemical Society (ACS),2012,115432.0,American Chemical Society; SciFinderScholar,Full text materials; Reference database,FinELib consortium
Aalto University,University,American Chemical Society (ACS),2013,117622.0,American Chemical Society; SciFinderScholar,Full text materials; Reference database,FinELib consortium
Aalto University,University,American Chemical Society (ACS),2014,121798.0,American Chemical Society; SciFinderScholar,Full text materials; Reference database,FinELib consortium
Aalto University,University,American Chemical Society (ACS),2015,152809.0,American Chemical Society; SciFinderScholar,Full text materials; Reference database,FinELib consortium
Aalto University,University,American Mathematical Society (AMS),2010,7905.0,MathSciNet,Reference database,Separate contract
Aalto University,University,American Mathematical Society (AMS),2011,8377.0,MathSciNet,Reference database,Separate contract
Aalto University,University,American Mathematical Society (AMS),2012,8344.0,MathSciNet,Reference database,Separate contract
Aalto University,University,American Mathematical Society (AMS),2013,8717.0,MathSciNet,Reference database,Separate contract
Aalto University,University,American Mathematical Society (AMS),2014,9122.0,MathSciNet,Reference database,Separate contract
Aalto University,University,American Mathematical Society (AMS),2015,9877.0,MathSciNet,Reference database,Separate contract
Aalto University,University,Annual Reviews,2010,4110.0,Annual Reviews,Full text materials,FinELib consortium
Aalto University,University,Annual Reviews,2011,4805.0,Annual Reviews,Full text materials,FinELib consortium
Aalto University,University,Annual Reviews,2012,5389.0,Annual Reviews,Full text materials,FinELib consortium
Aalto University,University,Annual Reviews,2013,5396.0,Annual Reviews,Full text materials,FinELib consortium
Aalto University,University,Annual Reviews,2014,5583.0,Annual Reviews,Full text materials,FinELib consortium
Aalto University,University,Annual Reviews,2015,6927.0,Annual Reviews,Full text materials,FinELib consortium
Aalto University,University,Artstor,2010,880.0,Artstor,Other electronic service,Separate contract
Aalto University,University,Artstor,2011,1194.0,Artstor,Other electronic service,Separate contract
Aalto University,University,Artstor,2012,2084.0,Artstor,Other electronic service,Separate contract
Aalto University,University,Artstor,2013,2001.0,Artstor,Other electronic service,Separate contract
Aalto University,University,Artstor,2014,2116.0,Artstor,Other electronic service,Separate contract
Aalto University,University,Artstor,2015,2626.0,Artstor,Other electronic service,Separate contract
Aalto University,University,Association for Computer Machinery (ACM),2010,4060.0,ACM Digital Library,Full text materials,FinELib consortium
Aalto University,University,Association for Computer Machinery (ACM),2011,3973.0,ACM Digital Library,Full text materials,FinELib consortium
Aalto University,University,Association for Computer Machinery (ACM),2012,4433.0,ACM Digital Library,Full text materials,FinELib consortium
Aalto University,University,Association for Computer Machinery (ACM),2013,4546.0,ACM Digital Library,Full text materials,FinELib consortium
Aalto University,University,Association for Computer Machinery (ACM),2014,4636.0,ACM Digital Library,Full text materials,FinELib consortium
Aalto University,University,Association for Computer Machinery (ACM),2015,5842.0,ACM Digital Library,Full text materials,FinELib consortium
Aalto University,University,Bureau van Dijk,2010,40544.0,BankScope; Orbis; Zephyr,Other electronic service,Separate contract
Aalto University,University,Bureau van Dijk,2011,49448.0,BankScope; Orbis; Zephyr,Other electronic service,Separate contract
Aalto University,University,Bureau van Dijk,2012,50550.0,BankScope; Orbis; Zephyr,Other electronic service,Separate contract
Aalto University,University,Bureau van Dijk,2013,42000.0,Orbis; Zephyr,Other electronic service,Separate contract
Aalto University,University,Bureau van Dijk,2014,52950.0,BankScope; Orbis; Zephyr,Other electronic service,Separate contract
Aalto University,University,Bureau van Dijk,2015,43750.0,Orbis; Zephyr,Other electronic service,Separate contract
Aalto University,University,Cengage Learning,2010,0.0,Eighteenth Century Collections Online,eBook package,FinELib consortium
Aalto University,University,Cengage Learning,2011,0.0,Eighteenth Century Collections Online,eBook package,FinELib consortium
Aalto University,University,Cengage Learning,2012,0.0,Eighteenth Century Collections Online,eBook package,FinELib consortium
Aalto University,University,Cengage Learning,2013,0.0,Eighteenth Century Collections Online,eBook package,FinELib consortium
Aalto University,University,Cengage Learning,2014,0.0,Eighteenth Century Collections Online,eBook package,FinELib consortium
Aalto University,University,Cengage Learning,2015,0.0,Eighteenth Century Collections Online,eBook package,FinELib consortium
Aalto University,University,Centre for Economic Policy Research (CEPR),2010,1029.0,CEPR Discussion Papers,Full text materials,Separate contract
Aalto University,University,Centre for Economic Policy Research (CEPR),2011,1055.0,CEPR Discussion Papers,Full text materials,Separate contract
Aalto University,University,Centre for Economic Policy Research (CEPR),2012,1066.0,CEPR Discussion Papers,Full text materials,Separate contract
Aalto University,University,Centre for Economic Policy Research (CEPR),2013,1078.0,CEPR Discussion Papers,Full text materials,Separate contract
Aalto University,University,Centre for Economic Policy Research (CEPR),2014,1065.0,CEPR Discussion Papers,Full text materials,Separate contract
Aalto University,University,CSC - Tieteen tietotekniikan keskus,2010,7219.0,Reaxys,Other electronic service,Separate contract
Aalto University,University,CSC - Tieteen tietotekniikan keskus,2011,9552.0,Reaxys,Other electronic service,Separate contract
Aalto University,University,CSC - Tieteen tietotekniikan keskus,2012,11518.0,Reaxys,Other electronic service,Separate contract
Aalto University,University,CSC - Tieteen tietotekniikan keskus,2013,10324.0,Reaxys,Other electronic service,Separate contract
Aalto University,University,CSC - Tieteen tietotekniikan keskus,2014,10736.0,Reaxys,Other electronic service,Separate contract
Aalto University,University,CSC - Tieteen tietotekniikan keskus,2015,9484.0,Reaxys,Other electronic service,Separate contract
Aalto University,University,Datamonitor,2013,6046.0,MarketLIne,Other electronic service,Separate contract
Aalto University,University,Datamonitor,2014,6771.0,MarketLIne,Other electronic service,Separate contract
Aalto University,University,Datamonitor,2015,7449.0,MarketLIne,Other electronic service,Separate contract
Aalto University,University,Ebsco,2010,39345.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Econlit; Wilson Art Full Text,Full text materials; Reference database,FinELib consortium
Aalto University,University,Ebsco,2011,355957.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Lehtiä; Textile Technology Complete; Wilson Art Full Text; World Textiles,Full text materials,FinELib consortium; Separate contract
Aalto University,University,Ebsco,2012,386646.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Lehtiä; Textile Technology Complete; Wilson Art Full Text; World Textiles,Full text materials,FinELib consortium; Separate contract
Aalto University,University,Ebsco,2013,377842.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Econlit; Lehtiä; Textile Technology Complete; Wilson Art Full Text; World Textiles,Full text materials; Reference database,FinELib consortium; Separate contract
Aalto University,University,Ebsco,2014,365304.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Econlit; Lehtiä; Textile Technology Complete; Wilson Art Full Text; World Textiles,Full text materials; Reference database,FinELib consortium; Separate contract
Aalto University,University,Ebsco,2015,408580.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Econlit; Lehtiä; Textile Technology Complete; Wilson Art Full Text; World Textiles,Full text materials; Reference database,FinELib consortium; Separate contract
Aalto University,University,Edita Publishing,2010,5047.0,Defensor Legis; Edilex; Lakimies,Full text materials; Reference resource,FinELib consortium
Aalto University,University,Edita Publishing,2011,5047.0,Defensor Legis; Edilex; Lakimies,Full text materials; Reference resource,FinELib consortium
Aalto University,University,Edita Publishing,2012,5342.0,Defensor Legis; Edilex; Lakimies,Full text materials; Reference resource,FinELib consortium
Aalto University,University,Edita Publishing,2013,5342.0,Defensor Legis; Edilex; Lakimies,Full text materials; Reference resource,FinELib consortium
Aalto University,University,Edita Publishing,2014,5531.0,Defensor Legis; Edilex; Lakimies,Full text materials; Reference resource,FinELib consortium
Aalto University,University,Edita Publishing,2015,5531.0,Defensor Legis; Edilex; Lakimies,Full text materials; Reference resource,FinELib consortium
Aalto University,University,Ellibs,2012,240.0,Ellibs Web kirjastopalvelu,eBook package,FinELib consortium
Aalto University,University,Ellibs,2013,240.0,Ellibs Web kirjastopalvelu,eBook package,FinELib consortium
Aalto University,University,Ellibs,2014,240.0,Ellibs Web kirjastopalvelu,eBook package,FinELib consortium
Aalto University,University,Ellibs,2015,240.0,Ellibs Web kirjastopalvelu,eBook package,FinELib consortium
Aalto University,University,Elsevier,2010,919540.0,Encyclopedia of Materials; PaperChem; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource,FinELib consortium; Separate contract
Aalto University,University,Elsevier,2011,962459.0,Handbooks in Economics Series; PaperChem; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource,FinELib consortium
Aalto University,University,Elsevier,2012,1007476.0,CellPress; Encyclopedia of Materials - Science and Technology; Handbooks in Economics Series; PaperChem; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource,FinELib consortium
Aalto University,University,Elsevier,2013,1048457.0,CellPress; Encyclopedia of Materials - Science and Technology; Handbooks in Economics Series; PaperChem; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource,FinELib consortium
Aalto University,University,Elsevier,2014,1089025.0,CellPress; Encyclopedia of Materials - Science and Technology; Handbooks in Economics Series; PaperChem; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource,FinELib consortium; Separate contract
Aalto University,University,Elsevier,2015,1129021.0,CellPress; Encyclopedia of Materials - Science and Technology; Handbooks in Economics Series; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource,FinELib consortium
Aalto University,University,Emerald Group Publishing,2010,18521.0,Emerald lehtipaketti,Full text materials,FinELib consortium
Aalto University,University,Emerald Group Publishing,2011,18764.0,Emerald lehtipaketti,Full text materials,FinELib consortium
Aalto University,University,Emerald Group Publishing,2012,28159.0,Emerald lehtipaketti; Lehtiä,Full text materials,FinELib consortium; Separate contract
Aalto University,University,Emerald Group Publishing,2013,28171.0,Emerald lehtipaketti; Lehtiä,Full text materials,FinELib consortium; Separate contract
Aalto University,University,Emerald Group Publishing,2014,21765.0,Emerald lehtipaketti,Full text materials,FinELib consortium
Aalto University,University,Emerald Group Publishing,2015,25429.0,Emerald lehtipaketti; Emerald lisäkokoelmat,Full text materials,FinELib consortium
Aalto University,University,Encyclopedia Britannica,2010,3648.0,Encyclopedia Britannica,Reference resource,FinELib consortium
Aalto University,University,Encyclopedia Britannica,2011,3578.0,Encyclopedia Britannica,Reference resource,FinELib consortium
Aalto University,University,Encyclopedia Britannica,2012,3829.0,Encyclopedia Britannica,Reference resource,FinELib consortium
Aalto University,University,Encyclopedia Britannica,2013,3591.0,Encyclopedia Britannica,Reference resource,FinELib consortium
Aalto University,University,Encyclopedia Britannica,2014,3859.0,Encyclopedia Britannica,Reference resource,FinELib consortium
Aalto University,University,Encyclopedia Britannica,2015,3973.0,Encyclopedia Britannica,Reference resource,FinELib consortium
Aalto University,University,Fonecta,2010,9388.0,Kohdistamiskone B2B,Other electronic service,Separate contract
Aalto University,University,Fonecta,2011,12516.0,Kohdistamiskone B2B,Other electronic service,Separate contract
Aalto University,University,Fonecta,2012,12516.0,Kohdistamiskone B2B,Other electronic service,Separate contract
Aalto University,University,Gartner,2010,29758.0,Gartner,Full text materials,Separate contract
Aalto University,University,Gartner,2011,30000.0,Gartner,Full text materials,Separate contract
Aalto University,University,Gartner,2012,30000.0,Gartner,Full text materials,Separate contract
Aalto University,University,IFSR,2010,5764.0,IFRS standardit,Full text materials,Separate contract
Aalto University,University,IFSR,2011,6449.0,IFRS standardit,Full text materials,Separate contract
Aalto University,University,IFSR,2012,6449.0,IFRS standardit,Full text materials,Separate contract
Aalto University,University,IFSR,2013,6916.0,IFRS standardit,Full text materials,Separate contract
Aalto University,University,IFSR,2014,7097.0,IFRS standardit,Full text materials,Separate contract
Aalto University,University,IFSR,2015,10876.0,IFRS standardit,Full text materials,Separate contract
Aalto University,University,IMF,2010,516.0,IMF Publications,Full text materials,Separate contract
Aalto University,University,IMF,2011,1586.0,IMF Publications,Full text materials,Separate contract
Aalto University,University,IMF,2012,1613.0,IMF Publications,Full text materials,Separate contract
Aalto University,University,IMF,2013,1638.0,IMF Publications,Full text materials,Separate contract
Aalto University,University,IMF,2014,1365.0,IMF Publications,Full text materials,Separate contract
Aalto University,University,Institute of Electrical and Electronics Engineers (IEEE),2010,76832.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
Aalto University,University,Institute of Electrical and Electronics Engineers (IEEE),2011,78305.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
Aalto University,University,Institute of Electrical and Electronics Engineers (IEEE),2012,92907.0,IEEE standard drafts; IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium; Separate contract
Aalto University,University,Institute of Electrical and Electronics Engineers (IEEE),2013,90059.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
Aalto University,University,Institute of Electrical and Electronics Engineers (IEEE),2014,97855.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
Aalto University,University,Institute of Electrical and Electronics Engineers (IEEE),2015,121740.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
Aalto University,University,Integrum,2010,3750.0,Integrum Profi,Full text materials,FinELib consortium
Aalto University,University,Integrum,2011,3750.0,Integrum Profi,Full text materials,FinELib consortium
Aalto University,University,International Telecommunications Union (IT),2010,616.0,ITU Standards,Full text materials,Separate contract
Aalto University,University,JSTOR,2010,3017.0,Arts and Sciences I,Full text materials,FinELib consortium
Aalto University,University,JSTOR,2011,3793.0,Arts and Sciences I; Business Collection,Full text materials,FinELib consortium
Aalto University,University,JSTOR,2012,4231.0,Arts and Sciences I; Business Collection,Full text materials,FinELib consortium
Aalto University,University,JSTOR,2013,3976.0,Arts and Sciences I; Business Collection,Full text materials,FinELib consortium
Aalto University,University,JSTOR,2014,3974.0,Arts and Sciences I; Business Collection,Full text materials,FinELib consortium
Aalto University,University,JSTOR,2015,4759.0,Arts and Sciences I; Business Collection,Full text materials,FinELib consortium
Aalto University,University,Kauppalehti,2010,9785.0,Kauppalehti Online,Full text materials,FinELib consortium
Aalto University,University,Kauppalehti,2011,10245.0,Kauppalehti Online,Full text materials,FinELib consortium
Aalto University,University,Kauppalehti,2012,10757.0,Kauppalehti Online,Full text materials,FinELib consortium
Aalto University,University,Kauppalehti,2013,10757.0,Kauppalehti Online,Full text materials,FinELib consortium
Aalto University,University,Kauppalehti,2014,11187.0,Kauppalehti Online,Full text materials,FinELib consortium
Aalto University,University,Kauppalehti,2015,11187.0,Kauppalehti Online,Full text materials,FinELib consortium
Aalto University,University,Kielikone,2010,52008.0,Kielentarkistin; MOT Sanastot; MOT Ylläpito,Dictionary; Other electronic service,FinELib consortium
Aalto University,University,Kielikone,2011,8398.0,Kielentarkistin; MOT Ylläpito,Other electronic service,FinELib consortium
Aalto University,University,Kielikone,2012,8398.0,Kielentarkistin; MOT Ylläpito,Other electronic service,FinELib consortium
Aalto University,University,Kielikone,2013,8398.0,Kielentarkistin; MOT Ylläpito,Other electronic service,FinELib consortium
Aalto University,University,Kielikone,2014,8398.0,Kielentarkistin; MOT Ylläpito,Other electronic service,FinELib consortium
Aalto University,University,Kielikone,2015,8398.0,Kielentarkistin; MOT Ylläpito,Other electronic service,FinELib consortium
Aalto University,University,Knovel,2010,20710.0,Knovel,Reference resource,FinELib consortium
Aalto University,University,Knovel,2011,22711.0,Knovel,Reference resource,FinELib consortium
Aalto University,University,Knovel,2012,25835.0,Knovel,Reference resource,FinELib consortium
Aalto University,University,Knovel,2013,25743.0,Knovel,Reference resource,FinELib consortium
Aalto University,University,Knovel,2014,24893.0,Knovel,Reference resource,FinELib consortium
Aalto University,University,Knovel,2015,30701.0,Knovel,Reference resource,FinELib consortium
Aalto University,University,LexisNexis,2011,13200.0,LexisNexis,Full text materials,Separate contract
Aalto University,University,LexisNexis,2012,13860.0,LexisNexis,Full text materials,Separate contract
Aalto University,University,LexisNexis,2013,14533.0,LexisNexis,Full text materials,Separate contract
Aalto University,University,LexisNexis,2014,15281.0,LexisNexis,Full text materials,Separate contract
Aalto University,University,LexisNexis,2015,16045.0,LexisNexis,Full text materials,Separate contract
Aalto University,University,LM Tietopalvelut,2010,4180.0,HighWire; PressDisplay,Full text materials,FinELib consortium
Aalto University,University,LM Tietopalvelut,2011,4042.0,HighWire; PressDisplay,Full text materials,FinELib consortium
Aalto University,University,LM Tietopalvelut,2012,4775.0,HighWire; PressDisplay,Full text materials,FinELib consortium
Aalto University,University,LM Tietopalvelut,2013,4278.0,HighWire; PressDisplay,Full text materials,FinELib consortium
Aalto University,University,LM Tietopalvelut,2014,4471.0,HighWire; PressDisplay,Full text materials,FinELib consortium
Aalto University,University,LM Tietopalvelut,2015,4874.0,HighWire; PressDisplay,Full text materials,FinELib consortium
Aalto University,University,Marketing Science Institute,2010,240.0,MSI Reports,Full text materials,Separate contract
Aalto University,University,Marketing Science Institute,2011,373.0,MSI Reports,Full text materials,Separate contract
Aalto University,University,Marketing Science Institute,2013,263.0,MSI Reports,Full text materials,Separate contract
Aalto University,University,Marketing Science Institute,2014,264.0,MSI Reports,Full text materials,Separate contract
Aalto University,University,Material ConneXion,2011,2692.0,Material ConneXion,Other electronic service,Separate contract
Aalto University,University,Material ConneXion,2012,4382.0,Material ConneXion,Other electronic service,Separate contract
Aalto University,University,Material ConneXion,2014,3029.0,Material ConneXion,Other electronic service,Separate contract
Aalto University,University,Material ConneXion,2015,3751.0,Material ConneXion,Other electronic service,Separate contract
Aalto University,University,National Bureau of Economic Research (NBER),2010,649.0,NBER Working Papers,Full text materials,Separate contract
Aalto University,University,National Bureau of Economic Research (NBER),2011,674.0,NBER Working Papers,Full text materials,Separate contract
Aalto University,University,National Bureau of Economic Research (NBER),2012,686.0,NBER Working Papers,Full text materials,Separate contract
Aalto University,University,National Bureau of Economic Research (NBER),2013,700.0,NBER Working Papers,Full text materials,Separate contract
Aalto University,University,National Bureau of Economic Research (NBER),2014,734.0,NBER Working Papers,Full text materials,Separate contract
Aalto University,University,National Bureau of Economic Research (NBER),2015,743.0,NBER Working Papers,Full text materials,Separate contract
Aalto University,University,Nature Publishing Group,2010,28333.0,Nature Journal; Nature Research,Full text materials,FinELib consortium
Aalto University,University,Nature Publishing Group,2011,46991.0,Nature Chemistry; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Full text materials,FinELib consortium
Aalto University,University,Nature Publishing Group,2012,49812.0,Nature Chemistry; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Full text materials,FinELib consortium
Aalto University,University,Nature Publishing Group,2013,52801.0,Nature Chemistry; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Full text materials,FinELib consortium
Aalto University,University,Nature Publishing Group,2014,55969.0,Nature Chemistry; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Full text materials,FinELib consortium
Aalto University,University,Nature Publishing Group,2015,58208.0,Nature Chemistry; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Full text materials,FinELib consortium
Aalto University,University,OECD,2010,10047.0,OECD iLibrary,Reference resource,FinELib consortium
Aalto University,University,OECD,2011,10260.0,OECD iLibrary,Reference resource,FinELib consortium
Aalto University,University,OECD,2012,10517.0,OECD iLibrary,Reference resource,FinELib consortium
Aalto University,University,OECD,2013,10734.0,OECD iLibrary,Reference resource,FinELib consortium
Aalto University,University,OECD,2014,10916.0,OECD iLibrary,Reference resource,FinELib consortium
Aalto University,University,OECD,2015,5081.0,OECD iLibrary,Reference resource,FinELib consortium
Aalto University,University,Ovid,2010,4119.0,Cab Abstracts 1973+,Reference database,FinELib consortium
Aalto University,University,Ovid,2011,4060.0,Cab Abstracts 1973+,Reference database,FinELib consortium
Aalto University,University,Ovid,2012,4571.0,Cab Abstracts 1973+,Reference database,FinELib consortium
Aalto University,University,Ovid,2013,5535.0,Cab Abstracts 1973+,Reference database,FinELib consortium
Aalto University,University,Ovid,2014,5754.0,Cab Abstracts 1973+,Reference database,FinELib consortium
Aalto University,University,Ovid,2015,7296.0,Cab Abstracts 1973+,Reference database,FinELib consortium
Aalto University,University,Oxford University Press (OUP),2010,3080.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Dictionary; Reference resource,FinELib consortium
Aalto University,University,Oxford University Press (OUP),2011,3102.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Dictionary; Reference resource,FinELib consortium
Aalto University,University,Oxford University Press (OUP),2012,3390.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Dictionary; Reference resource,FinELib consortium
Aalto University,University,Oxford University Press (OUP),2013,3866.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Dictionary; Reference resource,FinELib consortium
Aalto University,University,Oxford University Press (OUP),2014,4194.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Dictionary; Reference resource,FinELib consortium
Aalto University,University,Oxford University Press (OUP),2015,4797.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Dictionary; Reference resource,FinELib consortium
Aalto University,University,Palgrave Macmillan/Nature,2012,998.0,New Palgrave Dictionary,Reference resource,Separate contract
Aalto University,University,Palgrave Macmillan/Nature,2013,1018.0,New Palgrave Dictionary,Reference resource,Separate contract
Aalto University,University,Pira International,2010,1680.0,Pira,Reference database,Separate contract
Aalto University,University,Pira International,2011,1718.0,Pira,Reference database,Separate contract
Aalto University,University,Pira International,2012,1796.0,Pira,Reference database,Separate contract
Aalto University,University,ProQuest,2010,81217.0,Art and Humanities Full Text; Avery Index to Architectural Periodicals; Business Suite; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; FIAF Plus; International Bibliography of Art; Papers Invited; Periodicals Index Online; Polymer Library; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive; Ulrichsweb,Full text materials; Other electronic service; Reference database; eBook package,FinELib consortium; Separate contract
Aalto University,University,ProQuest,2011,117141.0,Art and Humanities Full Text; Avery Index to Architectural Periodicals; Business Suite; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; Econlit; FIAF Plus; International Bibliography of Art; Periodicals Index Online; Polymer Library; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive; Ulrichsweb,Full text materials; Other electronic service; Reference database; eBook package,FinELib consortium; Separate contract
Aalto University,University,ProQuest,2012,87264.0,Art and Humanities Full Text; Avery Index to Architectural Periodicals; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; Econlit; FIAF Plus; International Bibliography of Art; Periodicals Index Online; Polymer Library; ProQuest Central; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive; Ulrichsweb,Full text materials; Other electronic service; Reference database; eBook package,FinELib consortium; Separate contract
Aalto University,University,ProQuest,2013,104474.0,Art and Humanities Full Text; Avery Index to Architectural Periodicals; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; FIAF Plus; International Bibliography of Art; Periodicals Index Online; Polymer Library; ProQuest Central; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive,Full text materials; Other electronic service; Reference database; eBook package,FinELib consortium; Separate contract
Aalto University,University,ProQuest,2014,107122.0,Art and Humanities Full Text; Avery Index to Architectural Periodicals; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; FIAF Plus; Periodicals Index Online; Polymer Library; ProQuest Central; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive; Ulrichsweb,Full text materials; Other electronic service; Reference database; eBook package,FinELib consortium; Separate contract
Aalto University,University,ProQuest,2015,117983.0,Art and Humanities Full Text; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; FIAF Plus; Periodicals Index Online; ProQuest Central; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive; Ulrichsweb,Full text materials; Other electronic service; Reference database; eBook package,FinELib consortium; Separate contract
Aalto University,University,PSK Standardisointiyhdistys,2010,500.0,PSK standardit,Full text materials,Separate contract
Aalto University,University,PSK Standardisointiyhdistys,2011,500.0,PSK standardit,Full text materials,Separate contract
Aalto University,University,PSK Standardisointiyhdistys,2012,500.0,PSK standardit,Full text materials,Separate contract
Aalto University,University,PSK Standardisointiyhdistys,2013,500.0,PSK standardit,Full text materials,Separate contract
Aalto University,University,PSK Standardisointiyhdistys,2014,500.0,PSK standardit,Full text materials,Separate contract
Aalto University,University,PSK Standardisointiyhdistys,2015,500.0,PSK standardit,Full text materials,Separate contract
Aalto University,University,Rakennustieto,2010,3069.0,LVI- Ratu ja RT- kortistot,Other electronic service,Separate contract
Aalto University,University,Rakennustieto,2011,1321.0,LVI- Ratu ja RT- kortistot,Other electronic service,Separate contract
Aalto University,University,Rakennustieto,2012,2402.0,LVI- Ratu ja RT- kortistot,Other electronic service,Separate contract
Aalto University,University,Rakennustieto,2013,2714.0,LVI- Ratu ja RT- kortistot,Other electronic service,Separate contract
Aalto University,University,Rakennustieto,2014,2878.0,LVI- Ratu ja RT- kortistot,Other electronic service,Separate contract
Aalto University,University,Rakennustieto,2015,3031.0,LVI- Ratu ja RT- kortistot,Other electronic service,Separate contract
Aalto University,University,SAGE Publications,2010,15461.0,SAGE Management & Organization Studies,Full text materials,FinELib consortium
Aalto University,University,SAGE Publications,2011,41029.0,SAGE Premier,Full text materials,FinELib consortium
Aalto University,University,SAGE Publications,2012,91170.0,SAGE Premier; SAGE Research Methods Online,Full text materials; Reference resource,FinELib consortium
Aalto University,University,SAGE Publications,2013,90525.0,SAGE Premier; SAGE Research Methods Online,Full text materials; Reference resource,FinELib consortium
Aalto University,University,SAGE Publications,2014,98711.0,SAGE Premier; SAGE Research Methods Online,Full text materials; Reference resource,FinELib consortium
Aalto University,University,SAGE Publications,2015,109384.0,SAGE Premier; SAGE Research Methods Online,Full text materials; Reference resource,FinELib consortium
Aalto University,University,Sanoma,2013,5839.0,Yritysonline,Reference resource,FinELib consortium
Aalto University,University,Sanoma,2014,5839.0,Yritysonline,Reference resource,FinELib consortium
Aalto University,University,SCOAP3,2014,1696.0,SCOAP3,Full text materials,FinELib consortium
Aalto University,University,SCOAP3,2015,1696.0,SCOAP3,Full text materials,FinELib consortium
Aalto University,University,SPIE,2012,19034.0,SPIE books; SPIE journals,Full text materials,Separate contract
Aalto University,University,SPIE,2013,18518.0,SPIE books; SPIE journals,Full text materials,Separate contract
Aalto University,University,SPIE,2014,20755.0,SPIE books; SPIE journals,Full text materials,Separate contract
Aalto University,University,SPIE,2015,19103.0,SPIE books; SPIE journals,Full text materials,Separate contract
Aalto University,University,Springer,2010,131940.0,Lecture Notes in Computer Science; Springer LINK,Full text materials; eBook package,FinELib consortium
Aalto University,University,Springer,2011,137183.0,Lecture Notes in Computer Science; Springer LINK,Full text materials; eBook package,FinELib consortium
Aalto University,University,Springer,2012,172500.0,Lecture Notes in Computer Science; Springer LINK,Full text materials; eBook package,FinELib consortium
Aalto University,University,Springer,2013,179025.0,Lecture Notes in Computer Science; Springer LINK,Full text materials; eBook package,FinELib consortium
