Organisaation nimi,Organisaation tyyppi,Kustantaja/Välittäjä,Vuosi,Hinta,Aineisto,Aineistotyyppi,Hankintatapa
Yrkeshögskolan Novia,Ammattikorkeakoulu,Helsingin yliopisto,2012,1701.0,Medic,Viitetietokanta,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Helsingin yliopisto,2013,1476.0,Medic,Viitetietokanta,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Helsingin yliopisto,2014,1476.0,Medic,Viitetietokanta,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Helsingin yliopisto,2015,1857.0,Medic,Viitetietokanta,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Helsingin yliopisto,2016,1857.0,Medic,Viitetietokanta,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Helsingin yliopisto,2017,2091.0,Medic,Viitetietokanta,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Kielikone,2010,1097.0,MOT ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Kielikone,2011,1097.0,MOT ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Kielikone,2012,1097.0,MOT ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Kielikone,2013,1097.0,MOT ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Kielikone,2014,1097.0,MOT ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Kielikone,2015,1097.0,MOT ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Kielikone,2016,1097.0,MOT Ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Kielikone,2017,1097.0,MOT Ylläpito; MOTSanasto,Muu elektroninen palvelu; Sanakirja,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,LM Tietopalvelut,2013,1950.0,ePress,Kokotekstiaineisto,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,LM Tietopalvelut,2014,2301.0,ePress,Kokotekstiaineisto,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,LM Tietopalvelut,2015,2761.0,ePress,Kokotekstiaineisto,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,LM Tietopalvelut,2017,3652.0,epress,Kokotekstiaineisto,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Nationalencyklopedin,2010,1439.0,Nationalencyklopedin,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Nationalencyklopedin,2011,1741.0,Nationalencyklopedin,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Nationalencyklopedin,2012,1734.0,Nationalencyklopedin,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Nationalencyklopedin,2013,1795.0,Nationalencyklopedin,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Nationalencyklopedin,2014,1750.0,Nationalencyklopedin,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Nationalencyklopedin,2015,1629.0,Nationalencyklopedin,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Nationalencyklopedin,2016,1955.0,Nationalencyclopedin,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Nationalencyklopedin,2017,1700.0,NE,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Ovid,2016,1377.0,JBI Complete,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Ovid,2017,1473.0,JBI,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Oxford University Press (OUP),2010,1263.0,Grove art; Grove music,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Oxford University Press (OUP),2011,1304.0,Grove art; Grove music,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Oxford University Press (OUP),2012,1395.0,Grove art; Grove music,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Oxford University Press (OUP),2013,1384.0,Grove art; Grove music,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Oxford University Press (OUP),2014,1472.0,Grove art; Grove music,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Oxford University Press (OUP),2015,1649.0,Grove art; Grove music,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,PressReader,2010,1602.0,PressReader,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,PressReader,2011,1496.0,PressReader,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,PressReader,2012,1845.0,PressReader,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,PressReader,2013,1577.0,PressReader,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,PressReader,2014,1577.0,PressReader,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,PressReader,2015,1640.0,PressReader,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,PressReader,2016,1755.0,PressReader,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,PressReader,2017,1931.0,PressReader,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,ProQuest,2010,11608.0,ABI Inform/Business Suite; Camio; IIMPFT ja IIPAFT*; ebrary,E-kirjapaketti; Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,ProQuest,2011,11238.0,ABI Inform/Business Suite; Camio; IIMPFT ja IIPAFT*; ebrary,E-kirjapaketti; Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,ProQuest,2012,12025.0,ABI Inform/Business Suite; Camio; IIMPFT ja IIPAFT*; ebrary,E-kirjapaketti; Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,ProQuest,2013,12047.0,ABI Inform/Business Suite; Camio; IIMPFT ja IIPAFT*; ebrary,E-kirjapaketti; Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,ProQuest,2014,13114.0,ABI Inform/Business Suite; Camio; IIMPFT ja IIPAFT*; ebrary,E-kirjapaketti; Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,ProQuest,2015,15460.0,ABI Inform/Business Suite; Camio; IIMPFT ja IIPAFT*; ebrary,E-kirjapaketti; Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,ProQuest,2016,12978.0,Business Suite; Ebrary; IIMP ja IIPA,E-kirjapaketti; Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,ProQuest,2017,15617.0,BusinesSuite; Ebook Central; IIMP IPA; Refworks,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Rakennustieto,2010,3176.0,KH-net; RT-net; Ratu-net,Hakuteos,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Rakennustieto,2012,3714.0,KH-net; RT-net; Ratu-net,Hakuteos,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Rakennustieto,2013,3935.0,KH-net; RT-net; Ratu-net,Hakuteos,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Rakennustieto,2014,4953.0,KH-net; RT-net; Ratu-net,Hakuteos,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Rakennustieto,2015,5239.0,KH-net; RT-net; Ratu-net,Hakuteos,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Rakennustieto,2017,6373.0,Infra-Net; KH-net; LV-net; Ratu-net; RT-net,Hakuteos,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Springer,2010,6243.0,SpringerLINK,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Springer,2011,6676.0,SpringerLINK,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Springer,2012,8100.0,SpringerLINK,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Springer,2013,8384.0,SpringerLINK,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Springer,2014,8677.0,SpringerLINK,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Springer,2015,8980.0,SpringerLINK,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Springer,2016,9249.0,Springer LINK,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Springer,2017,9527.0,SpringerLINK,Kokotekstiaineisto,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2010,5400.0,SFS online,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2011,5100.0,SFS online,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2012,4870.0,SFS online,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2013,7910.0,SFS online,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2014,8104.0,SFS online,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2015,8950.0,SFS online,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2016,8573.0,SFS Online,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Suomen Standardisoimisliitto SFS,2017,8671.0,SFS Online,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Thomson Reuters,2012,3621.0,Web of Science,Viitetietokanta,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Thomson Reuters,2013,3826.0,Web of Science,Viitetietokanta,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Thomson Reuters,2014,3801.0,Web of Science,Viitetietokanta,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Thomson Reuters,2015,5018.0,Web of Science,Viitetietokanta,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Thomson Reuters,2016,5145.0,Web of Science,Viitetietokanta,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Wize Nordic,2011,658.0,Encyclopedia Britannica,Hakuteos,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Wize Nordic,2012,710.0,Encyclopedia Britannica,Hakuteos,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Wize Nordic,2013,690.0,Encyclopedia Britannica,Hakuteos,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Wize Nordic,2014,655.0,Encyclopedia Britannica,Hakuteos,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Wize Nordic,2015,642.0,Encyclopedia Britannica,Hakuteos,Oma sopimus
Yrkeshögskolan Novia,Ammattikorkeakoulu,Wolters Kluwer,2010,688.0,JBI Complete,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Wolters Kluwer,2011,688.0,JBI Complete,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Wolters Kluwer,2012,967.0,JBI Complete,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Wolters Kluwer,2013,1025.0,JBI Complete,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Wolters Kluwer,2014,1112.0,JBI Complete,Hakuteos,FinELib-konsortio
Yrkeshögskolan Novia,Ammattikorkeakoulu,Wolters Kluwer,2015,1275.0,JBI Complete,Hakuteos,FinELib-konsortio
Åbo Akademi,Yliopisto,Aalto-yliopisto,2010,3926.0,FINP,Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,Aalto-yliopisto,2011,3926.0,FINP,Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,Alma Media,2016,9090.0,Fokus Juridiikka; Fokus Talous+Verotus; Suomen laki,E-kirjapaketti; Hakuteos,FinELib-konsortio; Oma sopimus
Åbo Akademi,Yliopisto,Alma Media,2016,4926.0,Kauppalehti Online,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Alma Talent,2017,6628.0,Fokus Juridiikka; Fokus Talous+Verotus,Hakuteos,Oma sopimus
Åbo Akademi,Yliopisto,American Association for the Advancement of Science (AAAS),2010,5115.0,Science Classic; Science Online; Science Signaling,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,American Association for the Advancement of Science (AAAS),2011,4867.0,Science Classic; Science Online; Science Signaling,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,American Association for the Advancement of Science (AAAS),2012,5302.0,Science Classic; Science Online; Science Signaling,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,American Association for the Advancement of Science (AAAS),2013,3343.0,Science Classic; Science Online,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,American Association for the Advancement of Science (AAAS),2014,3397.0,Science Classic; Science Online,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,American Association for the Advancement of Science (AAAS),2015,4329.0,Science Classic; Science Online,Kokotekstiaineisto,Oma sopimus
Åbo Akademi,Yliopisto,American Association for the Advancement of Science (AAAS),2016,6046.0,Science; Science Classic,Kokotekstiaineisto,Oma sopimus
Åbo Akademi,Yliopisto,American Association for the Advancement of Science (AAAS),2017,5609.0,Science; Science Classic,Kokotekstiaineisto,Oma sopimus
Åbo Akademi,Yliopisto,American Chemical Society (ACS),2010,70807.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,American Chemical Society (ACS),2011,82641.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,American Chemical Society (ACS),2012,89706.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,American Chemical Society (ACS),2013,92574.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,American Chemical Society (ACS),2014,94568.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,American Chemical Society (ACS),2015,116273.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,American Chemical Society (ACS),2016,127989.0,ACS; SciFinder,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,American Chemical Society (ACS),2017,132904.0,ACS; SciFinder,Kokotekstiaineisto; Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,American Mathematical Society (AMS),2013,823.0,MathSciNet,Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,American Mathematical Society (AMS),2014,904.0,MathSciNet,Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,American Mathematical Society (AMS),2015,1066.0,MathSciNet,Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,American Mathematical Society (AMS),2016,1210.0,MathSciNet,Hakuteos,FinELib-konsortio
Åbo Akademi,Yliopisto,American Mathematical Society (AMS),2017,1288.0,MathSciNet,Hakuteos,Oma sopimus
Åbo Akademi,Yliopisto,American Physical Society (APS),2017,15977.0,APS-All Combination Package,Kokotekstiaineisto,Oma sopimus
Åbo Akademi,Yliopisto,Association for Computer Machinery (ACM),2010,3891.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Association for Computer Machinery (ACM),2011,3919.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Association for Computer Machinery (ACM),2012,4217.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Association for Computer Machinery (ACM),2013,4092.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Association for Computer Machinery (ACM),2014,3936.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Association for Computer Machinery (ACM),2015,4822.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Association for Computer Machinery (ACM),2016,5250.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Association for Computer Machinery (ACM),2017,5217.0,ACM Digital Library,Kokotekstiaineisto,Oma sopimus
Åbo Akademi,Yliopisto,BTJ Kirjastopalvelu,2010,3115.0,ArtikelSök,Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,BTJ Kirjastopalvelu,2011,3286.0,ArtikelSök,Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,BTJ Kirjastopalvelu,2012,1616.0,ArtikelSök,Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,BTJ Kirjastopalvelu,2013,1766.0,ArtikelSök,Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,BTJ Kirjastopalvelu,2014,1766.0,ArtikelSök,Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,BTJ Kirjastopalvelu,2015,1223.0,ArtikelSök,Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,BTJ Kirjastopalvelu,2016,1246.0,Artikel-sök,Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,BTJ Kirjastopalvelu,2017,1539.0,ArtikelSök,Hakuteos,Oma sopimus
Åbo Akademi,Yliopisto,Cambridge University Press,2010,1047.0,Cambridge Histories Online,Hakuteos,Oma sopimus
Åbo Akademi,Yliopisto,Cambridge University Press,2011,1055.0,Cambridge Histories Online,Hakuteos,Oma sopimus
Åbo Akademi,Yliopisto,Cambridge University Press,2012,927.0,Cambridge Histories Online,Hakuteos,Oma sopimus
Åbo Akademi,Yliopisto,Cambridge University Press,2014,1825.0,Cambridge Histories Online,Hakuteos,Oma sopimus
Åbo Akademi,Yliopisto,Cambridge University Press,2015,3150.0,Cambridge Histories Online,Hakuteos,Oma sopimus
Åbo Akademi,Yliopisto,Cengage,2016,82.0,Encyclopaedia Judaica; Encyclopedia of Religion (GVRL),Hakuteos,Oma sopimus
Åbo Akademi,Yliopisto,Clarivate Analytics,2017,29699.0,Conference Proceedings Citation Index; Journal and Highly Cited Data; Web of Science,Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,Ebsco,2010,45908.0,ATLAS; Academic Search Premier; Business Source Premier; Cinahl; Communication and Mass Media Complete; Historical Abstracts; MLA International Bibliography; Philosopher's Index; RILM Répertoire International de Littérature Musicale; Wilson ART Full Text,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,Ebsco,2011,42639.0,ATLAS; Academic Search Premier; Business Source Premier; Cinahl; Communication and Mass Media Complete; Historical Abstracts; MLA International Bibliography; Philosopher's Index; RILM Répertoire International de Littérature Musicale; Wilson ART Full Text,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,Ebsco,2012,46022.0,ATLAS; Academic Search Premier; Business Source Premier; Cinahl; Communication and Mass Media Complete; Historical Abstracts; MLA International Bibliography; Philosopher's Index; RILM Répertoire International de Littérature Musicale; Wilson ART Full Text,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,Ebsco,2013,47962.0,ATLAS; Academic Search Premier; Business Source Premier; Cinahl; Communication and Mass Media Complete; Historical Abstracts; MLA International Bibliography; Philosopher's Index; RILM Répertoire International de Littérature Musicale; Wilson ART Full Text,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Åbo Akademi,Yliopisto,Ebsco,2014,47791.0,ATLAS; Academic Search Premier; Business Source Premier; Cinahl; Communication and Mass Media Complete; Historical Abstracts; MLA International Bibliography; Philosopher's Index; RILM Répertoire International de Littérature Musicale; Wilson Art Full Text,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Åbo Akademi,Yliopisto,Ebsco,2015,61086.0,ATLAS; Academic Search Premier; Business Source Premier; Cinahl; Communication and Mass Media Complete; Energy & Power Source; Historical Abstracts; MLA International Bibliography; Philosopher's Index; RILM Répertoire International de Littérature Musicale; Wilson Art Full Text,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Åbo Akademi,Yliopisto,Ebsco,2016,64227.0,ATLAS; Academic Search Premier; Business Source Premier; Cinahl; Communication and Mass Media Complete; Energy & Power Source; Historical Abstracts; Philosopher's Index; RILM Répertoire International de Littérature Musicale; Wilson Art,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Åbo Akademi,Yliopisto,Ebsco,2017,66839.0,Energy & Power Source; Wilson Art Full Text,Kokotekstiaineisto; Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,Edita Publishing,2010,4160.0,Defensor Legis; Edilex; JFT/Juridiska Föreningen i Finland; Lakimies; Oikeus,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Edita Publishing,2011,4160.0,Defensor Legis; Edilex; JFT/Juridiska Föreningen i Finland; Lakimies; Oikeus,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Edita Publishing,2012,4732.0,Defensor Legis; Edilex; JFT/Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Edita Publishing,2013,4732.0,Defensor Legis; Edilex; JFT/Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Edita Publishing,2014,4787.0,Defensor Legis; Edilex; JFT/Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Edita Publishing,2015,4787.0,Defensor Legis; Edilex; JFT/Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Edita Publishing,2016,4181.0,Defensor Legis; Edilex; JFT Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Edita Publishing,2017,4181.0,Defensor Legis; Edilex; JFT Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Hakuteos; Kokotekstiaineisto,Oma sopimus
Åbo Akademi,Yliopisto,Elektra,2017,3220.0,Elektra; Peri+,Kokotekstiaineisto,Oma sopimus
Åbo Akademi,Yliopisto,Elib,2012,1788.0,Elib,E-kirjapaketti,Oma sopimus
Åbo Akademi,Yliopisto,Elib,2013,3293.0,Elib,E-kirjapaketti,Oma sopimus
Åbo Akademi,Yliopisto,Elib,2014,5684.0,Elib,E-kirjapaketti,Oma sopimus
Åbo Akademi,Yliopisto,Elib,2015,5776.0,Elib,E-kirjapaketti,Oma sopimus
Åbo Akademi,Yliopisto,Elib,2016,5092.0,Elib,E-kirjapaketti,Oma sopimus
Åbo Akademi,Yliopisto,Ellibs,2017,4052.0,Elib,E-kirjapaketti,Oma sopimus
Åbo Akademi,Yliopisto,Elsevier,2010,269553.0,CellPress; Compendex; Encyclopedia of Language and Linguistics; International Encyclopedia of the Social & Behavioral Sciences; New Scientist; ScienceDirect Freedom Collection,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Åbo Akademi,Yliopisto,Elsevier,2011,281635.0,CellPress; Compendex; Encyclopedia of Language and Linguistics; International Encyclopedia of the Social & Behavioral Sciences; New Scientist; ScienceDirect Freedom Collection,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Åbo Akademi,Yliopisto,Elsevier,2012,293686.0,CellPress; Compendex; Encyclopedia of Language and Linguistics; International Encyclopedia of the Social & Behavioral Sciences; New Scientist; ScienceDirect Freedom Collection,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Åbo Akademi,Yliopisto,Elsevier,2013,305525.0,CellPress; Compendex; Encyclopedia of Language and Linguistics; International Encyclopedia of the Social & Behavioral Sciences; New Scientist; ScienceDirect Freedom Collection,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Åbo Akademi,Yliopisto,Elsevier,2014,313044.0,CellPress; Encyclopedia of Language and Linguistics; Handbooks in Economics Series; International Encyclopedia of the Social & Behavioral Sciences; New Scientist; ScienceDirect Freedom Collection,Hakuteos; Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Åbo Akademi,Yliopisto,Elsevier,2015,326802.0,CellPress; Encyclopedia of Language and Linguistics; Handbooks in Economics Series; International Encyclopedia of Education; International Encyclopedia of the Social & Behavioral Sciences; New Scientist; ScienceDirect Freedom Collection,Hakuteos; Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Åbo Akademi,Yliopisto,Elsevier,2016,338207.0,Cell Press; Encyclopedia of Language and Linguistics; Freedom collection; Handbooks in economics; International Encyclopedia of Education; International Encyclopedia of the Social & Behavioral Sciences; Scopus,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Åbo Akademi,Yliopisto,Elsevier,2017,346793.0,Cell Press; Encyclopedia of Language and Linguistics; Freedom collection; Handbooks in economics; International Encyclopedia of Education; International Encyclopedia of the Social & Behavioral Sciences,Hakuteos; Kokotekstiaineisto; Viitetietokanta,Oma sopimus
Åbo Akademi,Yliopisto,Emerald Group Publishing,2010,3571.0,Emerald lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
Åbo Akademi,Yliopisto,Emerald Group Publishing,2011,3816.0,Emerald lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
