Organisaation nimi,Organisaation tyyppi,Kustantaja/Välittäjä,Vuosi,Hinta,Aineisto,Aineistotyyppi,Hankintatapa
Aalto-yliopisto,Yliopisto,Alma Media,2016,36363.0,Fokus Talous+Verotus; Kauppalehti; Talentum-lehtiarkisto; Verkkokirjahylly Asuminen ja ympäristöoikeus; Verkkokirjahylly Siviilioikeus,E-kirjapaketti; Hakuteos; Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,American Association for the Advancement of Science (AAAS),2010,4230.0,Science,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Association for the Advancement of Science (AAAS),2011,5735.0,Science; Science Classic,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Association for the Advancement of Science (AAAS),2012,7779.0,Science; Science Classic,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Association for the Advancement of Science (AAAS),2013,8426.0,Science; Science Classic; Science Express,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Association for the Advancement of Science (AAAS),2014,8657.0,Science; Science Classic; Science Express,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Association for the Advancement of Science (AAAS),2015,10423.0,Science; Science Classic; Science Express,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,American Association for the Advancement of Science (AAAS),2016,11569.0,Science,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,American Association for the Advancement of Science (AAAS),2017,11830.0,Science; Science Classic; Science Express,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,American Chemical Society (ACS),2010,102213.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Chemical Society (ACS),2011,101644.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Chemical Society (ACS),2012,115432.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Chemical Society (ACS),2013,117622.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Chemical Society (ACS),2014,121798.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Chemical Society (ACS),2015,152809.0,American Chemical Society; SciFinderScholar,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Chemical Society (ACS),2016,165550.0,ACS; SciFinder,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Chemical Society (ACS),2017,172373.0,ACS; SciFinder,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Mathematical Society (AMS),2010,7905.0,MathSciNet,Viitetietokanta,Oma sopimus
Aalto-yliopisto,Yliopisto,American Mathematical Society (AMS),2011,8377.0,MathSciNet,Viitetietokanta,Oma sopimus
Aalto-yliopisto,Yliopisto,American Mathematical Society (AMS),2012,8344.0,MathSciNet,Viitetietokanta,Oma sopimus
Aalto-yliopisto,Yliopisto,American Mathematical Society (AMS),2013,8717.0,MathSciNet,Viitetietokanta,Oma sopimus
Aalto-yliopisto,Yliopisto,American Mathematical Society (AMS),2014,9122.0,MathSciNet,Viitetietokanta,Oma sopimus
Aalto-yliopisto,Yliopisto,American Mathematical Society (AMS),2015,9877.0,MathSciNet,Viitetietokanta,Oma sopimus
Aalto-yliopisto,Yliopisto,American Mathematical Society (AMS),2016,10612.0,MathSciNet,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,American Mathematical Society (AMS),2017,11292.0,MathSciNet,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Annual Reviews,2010,4110.0,Annual Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Annual Reviews,2011,4805.0,Annual Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Annual Reviews,2012,5389.0,Annual Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Annual Reviews,2013,5396.0,Annual Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Annual Reviews,2014,5583.0,Annual Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Annual Reviews,2015,6927.0,Annual Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Annual Reviews,2016,7484.0,Annual Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Annual Reviews,2017,7986.0,Annual Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Artstor,2010,880.0,Artstor,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Artstor,2011,1194.0,Artstor,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Artstor,2012,2084.0,Artstor,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Artstor,2013,2001.0,Artstor,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Artstor,2014,2116.0,Artstor,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Artstor,2015,2626.0,Artstor,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Artstor,2016,2690.0,Artstor,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Artstor,2017,2907.0,Artstor,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Association for Computer Machinery (ACM),2010,4060.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Association for Computer Machinery (ACM),2011,3973.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Association for Computer Machinery (ACM),2012,4433.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Association for Computer Machinery (ACM),2013,4546.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Association for Computer Machinery (ACM),2014,4636.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Association for Computer Machinery (ACM),2015,5842.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Association for Computer Machinery (ACM),2016,6167.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Association for Computer Machinery (ACM),2017,6127.0,ACM Digital Library,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Bureau van Dijk,2010,40544.0,BankScope; Orbis; Zephyr,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Bureau van Dijk,2011,49448.0,BankScope; Orbis; Zephyr,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Bureau van Dijk,2012,50550.0,BankScope; Orbis; Zephyr,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Bureau van Dijk,2013,42000.0,Orbis; Zephyr,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Bureau van Dijk,2014,52950.0,BankScope; Orbis; Zephyr,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Bureau van Dijk,2015,43750.0,Orbis; Zephyr,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Bureau van Dijk,2016,38750.0,Orbis,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Bureau van Dijk,2017,38750.0,Orbis,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Cengage,2010,0.0,Eighteenth Century Collections Online,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Cengage,2011,0.0,Eighteenth Century Collections Online,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Cengage,2012,0.0,Eighteenth Century Collections Online,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Cengage,2013,0.0,Eighteenth Century Collections Online,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Cengage,2014,0.0,Eighteenth Century Collections Online,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Cengage,2015,0.0,Eighteenth Century Collections Online,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Centre for Economic Policy Research (CEPR),2010,1029.0,CEPR Discussion Papers,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Centre for Economic Policy Research (CEPR),2011,1055.0,CEPR Discussion Papers,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Centre for Economic Policy Research (CEPR),2012,1066.0,CEPR Discussion Papers,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Centre for Economic Policy Research (CEPR),2013,1078.0,CEPR Discussion Papers,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Centre for Economic Policy Research (CEPR),2014,1065.0,CEPR Discussion Papers,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Clarivate Analytics,2017,101600.0,Conference Proceedings Citation Index; Journal and Highly Cited Data; Web of Science,Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,CSC-Tieteen tietotekniikan keskus,2010,7219.0,Reaxys,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,CSC-Tieteen tietotekniikan keskus,2011,9552.0,Reaxys,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,CSC-Tieteen tietotekniikan keskus,2012,11518.0,Reaxys,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,CSC-Tieteen tietotekniikan keskus,2013,10324.0,Reaxys,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,CSC-Tieteen tietotekniikan keskus,2014,10736.0,Reaxys,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,CSC-Tieteen tietotekniikan keskus,2015,9484.0,Reaxys,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,CSC-Tieteen tietotekniikan keskus,2016,9864.0,Reaxys,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,CSC-Tieteen tietotekniikan keskus,2017,10258.0,Reaxys,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Datamonitor,2013,6046.0,MarketLIne,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Datamonitor,2014,6771.0,MarketLIne,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Datamonitor,2015,7449.0,MarketLIne,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Datamonitor,2016,7449.0,Marketline,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Datamonitor,2017,8190.0,Marketline,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Ebsco,2010,39345.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Econlit; Wilson Art Full Text,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ebsco,2011,355957.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Lehtiä; Textile Technology Complete; Wilson Art Full Text; World Textiles,Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Ebsco,2012,386646.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Lehtiä; Textile Technology Complete; Wilson Art Full Text; World Textiles,Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Ebsco,2013,377842.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Econlit; Lehtiä; Textile Technology Complete; Wilson Art Full Text; World Textiles,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Ebsco,2014,365304.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Econlit; Lehtiä; Textile Technology Complete; Wilson Art Full Text; World Textiles,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Ebsco,2015,408580.0,Academic Search Elite; Business Source Complete; Communication and Mass Media Complete; Econlit; Lehtiä; Textile Technology Complete; Wilson Art Full Text; World Textiles,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Ebsco,2016,66830.0,Academic Source Elite; Art Full Text; Business Source Complete; Communication and Mass Media Complete; Textile Technology Complete; World Textiles,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Ebsco,2017,70153.0,Academic Source Elite; Art Full Text Wilson; Business Source Complete; Communication and Mass Media Complete; Textile Technology Complete; World Textiles,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Edita Publishing,2010,5047.0,Defensor Legis; Edilex; Lakimies,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Edita Publishing,2011,5047.0,Defensor Legis; Edilex; Lakimies,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Edita Publishing,2012,5342.0,Defensor Legis; Edilex; Lakimies,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Edita Publishing,2013,5342.0,Defensor Legis; Edilex; Lakimies,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Edita Publishing,2014,5531.0,Defensor Legis; Edilex; Lakimies,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Edita Publishing,2015,5531.0,Defensor Legis; Edilex; Lakimies,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Edita Publishing,2016,5952.0,Defensor Legis; Edilex; Lakimies,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Edita Publishing,2017,5952.0,Defensor Legis; Edilex; Lakimies,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ellibs,2012,240.0,Ellibs Web kirjastopalvelu,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ellibs,2013,240.0,Ellibs Web kirjastopalvelu,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ellibs,2014,240.0,Ellibs Web kirjastopalvelu,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ellibs,2015,240.0,Ellibs Web kirjastopalvelu,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ellibs,2016,395.0,Ellibs,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ellibs,2017,395.0,Ellibs,E-kirjapaketti,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Elsevier,2010,919540.0,Encyclopedia of Materials; PaperChem; ScienceDirect Freedom Collection; Scopus,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Elsevier,2011,962459.0,Handbooks in Economics Series; PaperChem; ScienceDirect Freedom Collection; Scopus,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Elsevier,2012,1007476.0,CellPress; Encyclopedia of Materials-Science and Technology; Handbooks in Economics Series; PaperChem; ScienceDirect Freedom Collection; Scopus,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Elsevier,2013,1048457.0,CellPress; Encyclopedia of Materials-Science and Technology; Handbooks in Economics Series; PaperChem; ScienceDirect Freedom Collection; Scopus,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Elsevier,2014,1089025.0,CellPress; Encyclopedia of Materials-Science and Technology; Handbooks in Economics Series; PaperChem; ScienceDirect Freedom Collection; Scopus,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Elsevier,2015,1129021.0,CellPress; Encyclopedia of Materials-Science and Technology; Handbooks in Economics Series; ScienceDirect Freedom Collection; Scopus,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Elsevier,2016,1206237.0,Cell Press; Encyclopedia of Materials-Science and Technology; Freedom collection; Handbooks in Economics Series; Knovel; Scopus,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Elsevier,2017,1235419.0,Cell Press; Encyclopedia of Materials-Science and Technology; Freedom collection; Knovel; Scopus,Hakuteos; Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Emerald Group Publishing,2010,18521.0,Emerald lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Emerald Group Publishing,2011,18764.0,Emerald lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Emerald Group Publishing,2012,28159.0,Emerald lehtipaketti; Lehtiä,Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Emerald Group Publishing,2013,28171.0,Emerald lehtipaketti; Lehtiä,Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Emerald Group Publishing,2014,21765.0,Emerald lehtipaketti,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Emerald Group Publishing,2015,25429.0,Emerald lehtipaketti; Emerald lisäkokoelmat,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Emerald Group Publishing,2016,25938.0,Emerald lehtipaketti; Emerald lisäkokoelmat,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Emerald Group Publishing,2017,26393.0,Emerald lehtipaketti; Emerald lisäkokoelmat,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Encyclopedia Britannica,2010,3648.0,Encyclopedia Britannica,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Encyclopedia Britannica,2011,3578.0,Encyclopedia Britannica,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Encyclopedia Britannica,2012,3829.0,Encyclopedia Britannica,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Encyclopedia Britannica,2013,3591.0,Encyclopedia Britannica,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Encyclopedia Britannica,2014,3859.0,Encyclopedia Britannica,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Encyclopedia Britannica,2015,3973.0,Encyclopedia Britannica,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Encyclopedia Britannica,2016,4395.0,Encyclopedia Britannica,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Encyclopedia Britannica,2017,4303.0,Encyclopedia Britannica,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Fonecta,2010,9388.0,Kohdistamiskone B2B,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Fonecta,2011,12516.0,Kohdistamiskone B2B,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Fonecta,2012,12516.0,Kohdistamiskone B2B,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Gartner,2010,29758.0,Gartner,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Gartner,2011,30000.0,Gartner,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Gartner,2012,30000.0,Gartner,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Institute of Electrical and Electronics Engineers (IEEE),2010,76832.0,IEEE/IET Electronic Library (IEL),Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Institute of Electrical and Electronics Engineers (IEEE),2011,78305.0,IEEE/IET Electronic Library (IEL),Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Institute of Electrical and Electronics Engineers (IEEE),2012,92907.0,IEEE standard drafts; IEEE/IET Electronic Library (IEL),Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Institute of Electrical and Electronics Engineers (IEEE),2013,90059.0,IEEE/IET Electronic Library (IEL),Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Institute of Electrical and Electronics Engineers (IEEE),2014,97855.0,IEEE/IET Electronic Library (IEL),Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Institute of Electrical and Electronics Engineers (IEEE),2015,121740.0,IEEE/IET Electronic Library (IEL),Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Institute of Electrical and Electronics Engineers (IEEE),2016,126373.0,IEEE/IET Electronic Library (IEL),Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Institute of Electrical and Electronics Engineers (IEEE),2017,138186.0,IEEE/IET Electronic Library (IEL),Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Integrum,2010,3750.0,Integrum Profi,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Integrum,2011,3750.0,Integrum Profi,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,International Monetary Fund (IMF),2010,516.0,IMF Publications,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,International Monetary Fund (IMF),2011,1586.0,IMF Publications,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,International Monetary Fund (IMF),2012,1613.0,IMF Publications,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,International Monetary Fund (IMF),2013,1638.0,IMF Publications,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,International Monetary Fund (IMF),2014,1365.0,IMF Publications,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,International Telecommunications Union (IT),2010,616.0,ITU Standards,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,IOP Publishing,2016,52175.0,IOPscience extra,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,IOP Publishing,2017,46505.0,IOP Science,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,IOS Press,2016,2319.0,IOS journal collection,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,IOS Press,2017,2288.0,IOS journal collection,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,JSTOR,2010,3017.0,Arts and Sciences I,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,JSTOR,2011,3793.0,Arts and Sciences I; Business Collection,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,JSTOR,2012,4231.0,Arts and Sciences I; Business Collection,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,JSTOR,2013,3976.0,Arts and Sciences I; Business Collection,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,JSTOR,2014,3974.0,Arts and Sciences I; Business Collection,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,JSTOR,2015,4759.0,Arts and Sciences I; Business Collection,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,JSTOR,2016,4851.0,Arts and Sciences I; Business Collection,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,JSTOR,2017,4538.0,Arts and Sciences I; Business Collection,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kauppalehti,2010,9785.0,Kauppalehti Online,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kauppalehti,2011,10245.0,Kauppalehti Online,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kauppalehti,2012,10757.0,Kauppalehti Online,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kauppalehti,2013,10757.0,Kauppalehti Online,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kauppalehti,2014,11187.0,Kauppalehti Online,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kauppalehti,2015,11187.0,Kauppalehti Online,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kauppalehti,2017,11410.0,Kauppalehti,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kielikone,2010,52008.0,Kielentarkistin; MOT Sanastot; MOT Ylläpito,Muu elektroninen palvelu; Sanakirja,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kielikone,2011,8398.0,Kielentarkistin; MOT Ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kielikone,2012,8398.0,Kielentarkistin; MOT Ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kielikone,2013,8398.0,Kielentarkistin; MOT Ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kielikone,2014,8398.0,Kielentarkistin; MOT Ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kielikone,2015,8398.0,Kielentarkistin; MOT Ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kielikone,2016,8398.0,MOT Proofing; MOT Ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Kielikone,2017,8398.0,MOT Proofing; MOT Ylläpito,Muu elektroninen palvelu,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Knovel,2010,20710.0,Knovel,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Knovel,2011,22711.0,Knovel,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Knovel,2012,25835.0,Knovel,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Knovel,2013,25743.0,Knovel,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Knovel,2014,24893.0,Knovel,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Knovel,2015,30701.0,Knovel,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,LexisNexis,2011,13200.0,LexisNexis,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,LexisNexis,2012,13860.0,LexisNexis,Kokotekstiaineisto,Oma sopimus
